image_path,mask_path
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000064.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000064.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000065.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000065.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000066.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000066.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000067.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000067.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000068.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000068.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000069.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000069.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000070.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000070.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000071.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000071.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000072.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000072.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000073.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000073.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000074.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000074.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000075.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000075.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000076.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000076.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000077.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000077.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000078.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000078.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000079.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000079.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000080.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000080.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000081.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000081.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000082.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000082.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000083.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000083.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000084.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000084.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000085.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000085.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000086.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000086.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000087.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000087.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000088.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000088.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000089.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000089.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000090.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000090.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000091.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000091.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000092.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000092.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000093.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000093.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000094.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000094.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000095.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000095.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000096.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000096.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000097.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000097.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000098.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000098.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000099.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000099.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000100.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000100.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000101.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000101.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000102.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000102.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000103.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000103.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000104.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000104.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000105.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000105.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000106.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000106.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000107.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000107.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000108.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000108.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000109.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000109.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000110.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000110.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000111.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000111.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000112.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000112.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000113.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000113.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000114.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000114.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000115.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000115.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000116.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000116.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000117.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000117.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000118.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000118.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000119.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000119.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000120.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000120.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000121.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000121.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000122.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000122.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000123.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000123.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000124.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000124.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000125.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000125.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000126.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000126.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000127.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000127.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000128.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000128.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000129.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000129.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000130.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000130.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000131.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000131.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000132.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000132.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000133.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000133.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000134.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000134.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000135.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000135.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000136.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000136.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000137.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000137.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000138.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000138.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000139.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000139.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000140.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000140.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000141.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000141.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000142.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000142.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000143.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000143.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000144.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000144.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000145.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000145.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000146.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000146.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000147.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000147.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000148.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000148.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000149.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000149.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000150.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000150.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000151.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000151.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000152.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000152.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000153.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000153.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000154.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000154.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000155.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000155.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000156.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000156.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000157.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000157.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000158.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000158.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000159.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000159.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000160.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000160.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000161.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000161.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000162.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000162.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000163.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000163.png
